FR,394,0,0.0
DE,124,39,0.00933237616655
JP,68,0,0.0
HK,45,0,0.0
BZ,7,0,0.0
NL,368,247,0.0591050490548
LV,15,15,0.00358937544867
RO,20,0,0.0
PL,13,0,0.0
CH,38,0,0.0
CN,41,0,0.0
CA,69,69,0.0165111270639
IT,9,0,0.0
AU,84,0,0.0
GB,726,27,0.00646087580761
IN,4179,699,0.167264895908
IE,106,40,0.00957166786313
MD,26,25,0.00598229241445
IL,4,0,0.0
US,3243,2782,0.66570949988
SG,1018,236,0.0564728403924
SE,2,0,0.0
AT,11,0,0.0
