ES,72,0.0241125251172,Spain
FR,533,0.178499665104,France
CH,8,0.00267916945747,Switzerland
NO,22,0.00736771600804,Norway
DE,285,0.0954454119223,Germany
IT,180,0.060281312793,Italy
US,1261,0.422304085733,United States
AT,88,0.0294708640322,Austria
IE,4,0.00133958472873,Ireland
SE,491,0.164434025452,Sweden
GB,1106,0.370395177495,Great Britain
